node,lat,lon
4532,52.3952674,4.8635179
4534,6.290301,-73.473269
4536,2.389011,-75.8942469
4537,13.4830414,-88.1774414
4538,53.4643932,-2.2476333
4539,64.2311428,27.7040586
4541,33.9269051,35.590801
4542,-33.9191176,151.1896795
4544,39.0154783,-77.4817204
4546,51.5115576,-0.0028212
4547,43.3751737,-72.1799074
4549,52.5438827,5.7053579
4550,27.7108941,85.3254142
4551,45.707038,11.4774237
4554,40.6348482,22.9411395
4555,37.550263,126.9970831
4558,39.0042983,-77.4843436
4562,48.8617781,2.3059738
4565,59.876088,30.433892
4566,32.7836966,-96.79467
4567,50.8941633,5.9710447
4568,51.267046,6.817379
4569,44.4442194,26.0872323
4574,35.6576913,139.5436537
4505,52.3354608,4.8871661
992,35.6891975,51.3889736
1219,49.5051956,6.113479
1291,1.3213606,103.6959339
1293,52.3449285,4.8292414
1299,51.5209565,7.4879214
1395,40.4273503,-80.0424572
1442,39.9631835,-86.145575
1662,39.0160656,-77.4593699
1858,50.1281919,8.6014355
2198,49.2593932,-123.0296192
2414,54.9913545,73.3645204
2544,30.0659871,-95.4590244
2900,40.7176643,-74.0083332
3046,28.6248427,77.376152
3106,-3.2978639,114.5855295
3244,47.169773,8.975433
3357,51.2670946,6.8174322
3492,1.2953133,103.7898559
3599,1.1258818,104.0517095
3617,41.6938026,44.8015168
3689,40.761952,-74.025582
3818,41.2994958,69.2400734
3821,33.7554648,-84.3914602
3831,37.8716578,23.8701744
3905,52.9149024,9.3078102
3921,12.238333,-1.561593
3945,42.6785957,23.3673395
3985,4.5293008,-73.9225824
4004,52.2852621,6.766439
4093,-12.7710648,-38.1912956
1489,56.067627,9.983517
3758,49.8963674,-97.1367997
2356,50.4787549,12.3348451
3294,52.2757527,4.7431424
3410,41.1451892,22.4997467
3714,10.4440491,-85.5514441
3896,32.6538966,51.6659656
4073,10.6410135,-71.607381
4079,50.0027455,8.6564115
4132,-33.9705866,18.4643491
4183,20.9532888,-89.6401102
4265,29.6258138,52.5268149
4331,-15.5532805,-54.3047595
4350,10.3311724,123.9084917
4365,48.2696411,16.4102184
4545,40.6070144,-74.1748932
